"","year","university","school","degree","employment_rate_overall","employment_rate_ft_perm","basic_monthly_mean","basic_monthly_median","gross_monthly_mean","gross_monthly_median","gross_mthly_25_percentile","gross_mthly_75_percentile","SGP_Fees","SGP_PR_Fees"
"231",2018,"Singapore Management University","School of Business (4-year programme)","Business Management",91.6,86.5,4017,3600,4133,3700,3250,4500,11450,16000
"232",2018,"Singapore Management University","School of Business (4-year programme)","Business Management Cum Laude and above",97.4,95.6,4433,4000,4544,4000,3500,4800,11450,16000
"233",2018,"Singapore Management University","School of Economics (4-year programme)","Economics",91.1,85.6,4017,3500,4140,3700,3200,4600,11450,16000
"234",2018,"Singapore Management University","School of Economics (4-year programme)","Economics Cum Laude and above",93.4,89.5,4599,4000,4721,4000,3500,5200,11450,16000
"235",2018,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems",93.6,89.5,4058,4000,4160,4000,3600,4600,11450,16000
"236",2018,"Singapore Management University","School of Information Systems (4-year programme)","Information Systems Cum Laude and above",100,97.2,4584,4650,4659,4685,4200,5000,11450,16000
"237",2018,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences",85.6,74.4,3336,3200,3409,3210,3000,3710,11450,16000
"238",2018,"Singapore Management University","School of Social Sciences (4-year programme)","Social Sciences Cum Laude and above",84.2,78.9,3818,3550,3880,3600,3200,4100,11450,16000
"239",2018,"Singapore Management University","School of Law (4-year programme)","Law",92.7,90.8,4704,4500,4856,4500,4050,5600,12650,17700
"240",2018,"Singapore Management University","School of Law (4-year programme)","Law Cum Laude and above",94.4,92.6,4986,4750,5256,5513,4500,6000,12650,17700
"241",2018,"Singapore University of Social Sciences","School of Business","Bachelor of Accountancy",98.7,97.5,2858,2850,2879,3000,2700,3000,33440,66880
"242",2018,"Singapore University of Social Sciences","School of Business","Bachelor of Science in Finance",88,84,3364,3400,3393,3400,3200,3500,30000,62880
"243",2018,"Singapore University of Social Sciences","School of Business","Bachelor of Science in Marketing",94,84,2925,3000,3023,3000,2650,3245,30000,62880
"244",2018,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Product Development)",94.7,86.3,3773,3700,3826,3700,3500,4000,13300,18750
"245",2018,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Information Systems Technology and Design)",97.3,93.3,4448,4300,4544,4400,4000,5000,13300,18750
"246",2018,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Engineering (Engineering Systems and Design)",90,90,3798,3800,3893,3800,3600,4000,13300,18750
"247",2018,"Singapore University of Technology and Design","Singapore University of Technology and Design","Bachelor of Science (Architecture and Sustainable Design)",95.1,88.5,3848,3900,3945,4000,3600,4215,13300,18750
"248",2019,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy",97.5,94,3220,3000,3254,3000,3000,3200,9400,13200
"249",2019,"Nanyang Technological University","College of Business (Nanyang Business School)","Accountancy and Business",97.9,95.2,4284,4000,4359,4000,3200,4600,9400,13200
"250",2019,"Nanyang Technological University","College of Business (Nanyang Business School)","Business",93.8,83.1,3707,3500,3797,3600,3200,4000,9400,13200
"251",2019,"Nanyang Technological University","College of Business (Nanyang Business School)","Business and Computing",94.4,83.3,4479,4833,4562,4833,3600,5000,8200,11500
"252",2019,"Nanyang Technological University","College of Engineering","Aerospace Engineering",87.5,80.7,3816,3700,3939,3800,3500,4600,8200,11500
"253",2019,"Nanyang Technological University","College of Engineering","Bioengineering",81.3,64.1,3445,3400,3548,3500,3200,3700,8200,11500
"254",2019,"Nanyang Technological University","College of Engineering","Chemical and Biomolecular Engineering",88.6,78.1,3681,3600,3921,3800,3500,4300,8200,11500
"255",2019,"Nanyang Technological University","College of Engineering","Civil Engineering",94.9,90.6,3525,3400,3582,3500,3300,3900,8200,11500
"256",2019,"Nanyang Technological University","College of Engineering","Computer Engineering",94.6,94.6,3994,4000,4074,4000,3600,4500,8200,11500
"257",2019,"Nanyang Technological University","College of Engineering","Computer Science",97.4,95.9,4270,4050,4309,4200,3800,4900,8200,11500
"258",2019,"Nanyang Technological University","College of Engineering","Electrical and Electronic Engineering",92.6,87.1,3769,3700,3884,3700,3500,4000,8200,11500
"259",2019,"Nanyang Technological University","College of Engineering","Environmental Engineering",83.9,77.4,3574,3500,3596,3510,3400,3800,8200,11500
"260",2019,"Nanyang Technological University","College of Engineering","Information Engineering and Media",90.7,85.3,3934,3970,4006,4000,3600,4350,8200,11500
"261",2019,"Nanyang Technological University","College of Engineering","Maritime Studies",98.3,93.2,3512,3400,3669,3500,3300,3700,8200,11500
"262",2019,"Nanyang Technological University","College of Engineering","Materials Engineering",82,76,3601,3500,3817,3600,3300,4175,8200,11500
"263",2019,"Nanyang Technological University","College of Engineering","Mechanical Engineering",84.5,82.1,3608,3500,3728,3600,3380,4005,8200,11500
"264",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Art, Design and Media",83.6,50.9,3031,3000,3068,3000,2800,3500,8200,11500
"265",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Chinese",90.1,79,3158,3150,3260,3210,2980,3500,8200,11500
"266",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Communication Studies",90.4,69.4,3220,3200,3264,3200,2800,3500,8200,11500
"267",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Economics",88.2,79.8,3385,3300,3453,3400,3050,3600,8200,11500
"268",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","English",83.8,64.9,2987,3000,2997,3000,2565,3500,8200,11500
"269",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","History",73,56.8,3449,3500,3498,3500,3200,3800,8200,11500
"270",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Linguistics and Multilingual Studies",81.7,65,3265,3160,3365,3200,3000,3740,8200,11500
"271",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Philosophy",82.6,69.6,3288,3300,3369,3500,3300,3584,8200,11500
"272",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Psychology",89.2,73.1,3463,3350,3506,3400,3100,3800,8200,11500
"273",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Public Policy and Global Affairs",90.2,87.8,3756,3691,3868,3850,3500,4345,8200,11500
"274",2019,"Nanyang Technological University","College of Humanities, Arts & Social Sciences","Sociology",86.9,70.5,3305,3200,3441,3300,3040,3600,8200,11500
"275",2019,"Nanyang Technological University","College of Science","Biological Sciences",81.6,66.3,3315,3300,3450,3300,3100,3600,8200,11500
"276",2019,"Nanyang Technological University","College of Science","Biomedical Sciences and Chinese Medicine",95.2,85.7,2964,3000,2979,3000,2780,3200,NA,NA
"277",2019,"Nanyang Technological University","College of Science","Chemistry and Biological Chemistry",80.9,66.2,3246,3200,3338,3400,3000,3600,8200,11500
"278",2019,"Nanyang Technological University","College of Science","Environmental Earth Systems Sciences",87.5,79.2,3401,3500,3416,3500,3200,3500,8200,11500
"279",2019,"Nanyang Technological University","College of Science","Mathematical Sciences",91.2,79.6,3741,3549,3848,3599,3215,4070,8200,11500
"280",2019,"Nanyang Technological University","College of Science","Mathematics and Economics",93.5,84.8,3838,3570,3996,3700,3400,4167,8200,11500
"281",2019,"Nanyang Technological University","College of Science","Physics and Applied Physics",90,78.6,3782,3500,3849,3500,3300,4200,8200,11500
"282",2019,"Nanyang Technological University","Sports Science and Management","Sports Science and Management",87,55.6,3289,3200,3438,3350,3000,3660,8200,11500
"283",2019,"Nanyang Technological University","National Institute of Education (NIE)","Arts with Education",100,100,3629,3800,3710,3800,3600,3806,8200,11500
"284",2019,"Nanyang Technological University","National Institute of Education (NIE)","Science with Education",100,100,3719,3800,3758,3800,3660,3840,8200,11500
"285",2019,"Nanyang Technological University","Lee Kong Chian School of Medicine","Medicine",100,100,4932,4700,5661,5700,5200,6092,34700,49000
"286",2019,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts",84.9,64.5,3225,3000,3456,3200,2800,3700,8200,11500
"287",2019,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Arts (Hons)",92.7,68.2,3421,3500,3537,3500,3250,3800,8200,11500
"288",2019,"National University of Singapore","Faculty of Arts & Social Sciences","Bachelor of Social Sciences",88,75.9,3590,3500,3674,3500,3212,3850,8200,11500
"289",2019,"National University of Singapore","Faculty of Dentistry","Bachelor of Dental Surgery",100,97.3,4057,4200,4068,4200,4000,4500,29300,42300
"290",2019,"National University of Singapore","Faculty of Engineering","Bachelor of Engineering (Biomedical Engineering)",80.4,68.6,3480,3500,3535,3500,3200,3800,8200,11500
